uuid,name,address,phone,email,birth_date,product,total,amount,customer_lat,customer_long,purchase_date,user_agent,is_user,purchase_flag
636,Joseph Hardy,"231 Moses Neck Suite 414 Ramirezshire, AZ 69500",062.178.4564x967,garrett96@clark.com,7/28/82,Blue Sweater,$10.99 ,5,65.54015,69.498519,4/24/97,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; de-LI) AppleWebKit/535.37.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.37.5",FALSE,0
637,Amanda Wu,"7186 Ford Roads Jonesfort, TX 80943",(969)476-4954x402,isaiah88@yahoo.com,11/27/91,Pink Sweater,$55.99 ,3,-8.761975,-175.395144,3/31/15,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.1),FALSE,1
638,Anthony Bowman,"937 Bailey Falls Suite 378 Port Thomashaven, MO 91476",012-558-8633x0734,uarmstrong@white.com,8/24/00,Grey Sweater,$10.99 ,1,58.8478915,52.741351,7/31/95,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.1),TRUE,1
639,Leslie Williams,"72804 Mckee Square Port Brian, WA 13620",968-125-3579x1203,daniel33@hotmail.com,10/3/60,Black Leggings,$22.50 ,6,-36.0883665,49.14523,9/6/12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10 8_6; rv:1.9.5.20) Gecko/2015-12-03 23:09:30 Firefox/6.0,TRUE,1
640,Ryan Hamilton,"71912 Adrian Summit South Anthonyland, NM 21637",619-256-7378x25319,codyschmitt@hotmail.com,7/7/82,White Blouse,$19.99 ,3,25.8185875,-74.306602,1/22/05,Opera/9.55.(Windows NT 5.0; yi-US) Presto/2.9.180 Version/10.00,FALSE,0
641,Marcus Davis,"0721 West Trafficway Lake Laura, WA 19367",307.136.0350x6109,breannabaker@nguyen-reed.com,6/1/19,Black Leggings,$22.50 ,6,-69.372171,29.564249,10/24/95,Mozilla/5.0 (Android 5.0.1; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,FALSE,1
642,Alan Espinoza,"55226 Jimmy Greens Suite 835 South Lisa, PA 75340",001-177-297-3789,jconner@lynn-perez.com,11/11/15,Grey Sweater,$10.99 ,5,-88.3107405,-107.521436,8/18/03,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2016-09-17 00:14:30 Firefox/4.0,FALSE,1
643,Lynn Mendez,"63196 Russo Forge Apt. 299 Rickyside, AR 22144",+1-636-848-5946x241,shaun40@clark-butler.com,8/27/96,Dark Grey Suit,$22.50 ,3,-24.391615,-12.259388,3/8/21,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/62.0.847.0 Safari/536.0",TRUE,0
644,Jared Morgan,"1330 Berg Burgs Samanthachester, SD 03342",088-442-6749,ureeves@weiss.biz,8/25/10,White Blouse,$55.99 ,1,-48.487064,-2.003263,6/22/04,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; uz-UZ) AppleWebKit/533.27.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.27.5",TRUE,0
645,Rachel Clark,"60342 Thomas Villages North Mariashire, VA 16918",972-677-8534x391,victormartin@jones.info,1/31/22,Blue Sweater,$55.99 ,6,-33.5523305,153.212782,3/25/03,Opera/9.11.(Windows NT 5.0; bo-IN) Presto/2.9.166 Version/10.00,TRUE,1
646,Jonathan Hoover,"15058 Anita Pike Suite 773 Port Valeriefurt, UT 26835",077-958-4373x020,adkinschelsey@yahoo.com,4/13/13,Pink Sweater,$10.99 ,5,55.6110125,163.789014,5/11/16,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/4.1),TRUE,1
647,Dana Morgan,"5460 Gerald Valley Apt. 622 New Charlesshire, CO 07424",+1-014-088-9175x21653,fieldsearl@yahoo.com,5/25/19,Grey Sweater,$22.50 ,1,-28.430729,135.812138,12/15/19,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.1),FALSE,0
648,Justin Davis,"559 Emily Terrace Lake Alisha, AL 34908",4658849733,lisa38@parks-nichols.com,5/13/74,Black Leggings,$55.99 ,0,-19.355483,-137.137014,5/8/93,Mozilla/5.0 (Android 1.1; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,FALSE,1
649,Michael Schroeder,"681 Williams Green Suite 089 South Jessica, WV 51343",529.271.6336,wilsonsusan@young.com,2/5/26,White Blouse,$19.99 ,1,63.241452,59.455483,8/1/06,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 11_3) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/18.0.857.0 Safari/532.1",TRUE,0
650,Kristen Lamb,"2656 Ashley Well Suite 139 Andrewstad, MN 16262",(385)559-4097,hancocksteven@hotmail.com,1/30/36,White Blouse,$55.99 ,4,-47.667832,130.132415,9/26/92,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/3.0),FALSE,0
651,Ashley Ward,"8335 Cook Fords Heathermouth, NM 60231",(235)588-2894x092,jhanson@hopkins.com,5/21/04,Black Leggings,$19.99 ,0,-56.010111,36.738701,12/24/12,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.0),FALSE,1
652,Marissa Macdonald,"3533 Singleton Points Suite 614 South Roger, UT 90569",001-355-847-8087x128,leslie95@yahoo.com,3/28/02,Pink Sweater,$19.99 ,5,-36.377731,116.375587,8/20/15,Mozilla/5.0 (Macintosh; Intel Mac OS X 10 12_0; rv:1.9.4.20) Gecko/2016-05-31 19:44:52 Firefox/4.0,TRUE,0
653,John Castro,"680 Rita Harbors Apt. 736 Jessicashire, DC 06485",2624541250,costawilliam@miller.com,12/12/92,Pink Sweater,$22.50 ,1,-66.4290345,-177.985623,2/5/12,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.1),FALSE,0
654,Jenny Santiago,"967 Sara Fields Apt. 124 Jenniferchester, NJ 35569",6108588654,upatel@cisneros-gilbert.info,12/14/17,Grey Sweater,$19.99 ,3,-40.408652,-126.180104,11/28/02,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/3.1),FALSE,1
655,Robin Bradley,"40446 Arellano Brooks Apt. 096 West William, RI 73285",854-540-5190,obrienlawrence@andrade.info,7/18/19,Dark Grey Suit,$22.50 ,1,5.94411,-19.182869,9/13/13,"Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/26.0.882.0 Safari/536.2",TRUE,1
656,Juan Page,"9431 Laura Harbor Suite 437 West Alexland, SC 46851",102.012.4085x344,mindysanchez@griffin-johnson.com,6/8/17,White Blouse,$22.50 ,3,-23.007394,-141.486689,7/17/00,Opera/8.18.(Windows NT 5.2; da-DK) Presto/2.9.177 Version/12.00,TRUE,0
657,Amanda Williams,"11225 Johnson Crescent Apt. 510 East Rebecca, DE 08905",6732325971,james80@gmail.com,7/13/75,Dark Blue Slacks,$22.50 ,3,46.615184,-161.547415,5/17/96,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.1),FALSE,1
658,David Phillips,"3665 Jeffrey Locks Suite 796 Madisonbury, AK 72247",043-071-8849,john72@murphy-cannon.net,10/10/65,Pink Sweater,$10.99 ,3,84.24811,86.067145,9/14/16,"Mozilla/5.0 (Linux; Android 3.2.3) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/19.0.898.0 Safari/531.2",FALSE,0
659,Cheryl Mcclure,"17564 Tony Mills East Williamburgh, NM 92318",947.586.9455x7852,lwhite@bird-herrera.biz,6/17/60,White Blouse,$19.99 ,5,-7.684373,144.283673,12/6/13,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/47.0.893.0 Safari/532.0",FALSE,0
660,Richard Little,"237 Hopkins Valley Samanthaport, MA 21764",6233499023,jacqueline58@robertson-hunter.com,5/23/84,Black Leggings,$19.99 ,4,-4.4137845,95.366015,1/17/06,"Mozilla/5.0 (Linux; Android 10) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/38.0.897.0 Safari/536.2",TRUE,1
661,Kerry Anderson,"507 Glover Plain Suite 226 Port Kylie, NE 30279",001-339-349-6169x875,franciscolivingston@yahoo.com,5/27/02,Blue Sweater,$10.99 ,0,-8.8033755,-141.830716,3/8/12,Mozilla/5.0 (Windows NT 5.2; fo-FO; rv:1.9.0.20) Gecko/2015-02-09 16:37:52 Firefox/3.6.14,TRUE,1
662,Heather Carter,"01410 Elizabeth Springs Apt. 128 New Robertshire, RI 83879",1048422891,walkertony@sanchez.com,2/5/17,Pink Sweater,$22.50 ,3,31.5939655,-46.944318,10/3/08,Opera/8.14.(X11; Linux i686; he-IL) Presto/2.9.189 Version/11.00,TRUE,0
663,Dawn Flores,"0928 Patrick Lakes Maddoxton, DE 40435",+1-786-562-2635x912,brodriguez@yahoo.com,3/14/84,Black Leggings,$55.99 ,4,-77.6735175,-90.03167,5/12/99,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.33.3 (KHTML, like Gecko) Version/5.0.5 Safari/535.33.3",FALSE,1
664,Randall Nguyen,"50724 Cynthia Village Suite 807 Davidburgh, IA 14084",(735)795-2814x6769,angelalogan@barnes.com,3/24/60,White Blouse,$22.50 ,5,66.003987,-165.027888,12/21/93,Opera/9.34.(X11; Linux x86_64; da-DK) Presto/2.9.167 Version/12.00,TRUE,1
665,Daniel Cabrera,"082 Kent Well Suite 868 North Patrickmouth, MS 31512",703.073.3733,mariewilliams@harvey.com,7/18/07,Dark Blue Slacks,$10.99 ,3,-76.9759195,-133.956045,12/22/98,Opera/9.59.(Windows NT 10.0; pap-AN) Presto/2.9.181 Version/12.00,TRUE,0
666,Justin Lynch,"258 Cathy Field Huntport, CA 87984",327339702,reyeschristopher@kent.com,6/17/53,Dark Grey Suit,$19.99 ,4,87.6766795,-163.95782,12/9/08,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.0),FALSE,0
667,Ashley Boyd,"93902 Townsend Cliff East Thomas, NM 21927",(533)417-1875x5729,chaveztiffany@rhodes-melendez.com,11/3/00,Dark Grey Suit,$19.99 ,6,45.0250515,155.353708,6/11/04,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/63.0.850.0 Safari/534.2",FALSE,0
668,Terry Rivera,"459 Alyssa Mountains Suite 110 New Monicaport, VA 70397",+1-722-359-0385x051,tcarr@hotmail.com,10/5/21,Blue Sweater,$55.99 ,0,6.6741875,94.720285,6/9/00,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.0),TRUE,0
669,Kara Williams,"0212 Harris Groves Apt. 551 South Rachel, MO 39042",+1-347-589-2980x5287,carloswilliams@gmail.com,7/27/08,Dark Grey Suit,$22.50 ,3,-58.001733,-54.145055,2/7/92,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 12_7 rv:6.0; iu-CA) AppleWebKit/534.45.6 (KHTML, like Gecko) Version/4.0.1 Safari/534.45.6",FALSE,1
670,Alyssa Perry,"63884 Wright Divide Jonville, MS 85338",(565)236-9207,shepherdjohn@gmail.com,5/30/46,White Blouse,$19.99 ,5,-17.928545,159.398934,12/12/93,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/5.1),TRUE,0
671,Jorge Wilson,"517 Austin Lock Apt. 736 Port Rachel, OK 88063",004-759-5113x778,cclark@yahoo.com,8/4/13,Blue Sweater,$10.99 ,3,-23.306467,88.470161,9/7/10,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/55.0.833.0 Mobile/37K739 Safari/531.1",TRUE,0
672,Gregory Parker,"870 Daniel Roads Apt. 595 South Erika, NC 68005",001-296-177-2530x804,anthonyjackson@shields-lowe.biz,9/27/95,Grey Sweater,$10.99 ,2,-15.947931,42.664472,1/5/18,Opera/8.39.(X11; Linux x86_64; is-IS) Presto/2.9.181 Version/10.00,TRUE,1
673,Jeffrey King,"60408 Carla Island Suite 391 Lyonsside, CT 91808",6731560607,sarahmack@munoz.info,11/24/24,White Blouse,$55.99 ,1,-79.674065,-107.879957,8/27/97,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.1),TRUE,0
674,David Becker,"766 Antonio Court Duaneland, NY 47995",(712)853-2092,egreene@hotmail.com,12/11/85,Dark Grey Suit,$19.99 ,5,48.3249195,51.970844,3/9/97,"Mozilla/5.0 (Linux; Android 9) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/44.0.842.0 Safari/532.0",TRUE,1
675,Caleb Douglas,"1363 Martinez Mount West Ronald, DC 08479",001-181-861-9750x643,davidrichardson@yahoo.com,2/26/18,Dark Blue Slacks,$22.50 ,3,-43.8026675,139.540186,1/1/10,Mozilla/5.0 (Windows 98; kl-GL; rv:1.9.1.20) Gecko/2010-05-11 19:38:41 Firefox/3.6.2,TRUE,0
676,Kellie Rojas,"879 Moreno Manors Suite 170 East Luis, OK 11000",-5244,jordankathleen@hotmail.com,1/13/84,White Blouse,$10.99 ,6,-54.4316485,-124.059936,9/23/18,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.1),TRUE,1
677,Brian Wilson,"0052 Austin Drives Moralesport, OH 76358",001-320-968-3797x4810,keith49@bailey.com,5/25/26,Grey Sweater,$22.50 ,6,41.2610355,-19.396536,4/1/96,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/46.0.855.0 Mobile/48I868 Safari/535.0",FALSE,1
678,April Tyler,"0632 Craig Junction Phillipsberg, NJ 33861",-5888,tgreen@hotmail.com,11/19/80,White Blouse,$19.99 ,4,-1.8127905,-34.284051,7/23/10,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/532.9.4 (KHTML, like Gecko) Version/4.1 Safari/532.9.4",TRUE,0
679,Adrian Bridges,"0997 Gould Streets Apt. 053 Emilyhaven, CT 78057",+1-916-495-9707x658,vanessa00@bender-jones.net,6/9/29,Grey Sweater,$55.99 ,2,7.518857,124.225427,8/13/00,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.0),FALSE,1
680,Derek Harris,"4748 John Villages Apt. 994 Shannonchester, VA 74883",663.247.7071,ddominguez@evans-wright.org,3/15/38,Pink Sweater,$19.99 ,6,-30.3058225,82.170094,7/16/19,Opera/8.73.(Windows CE; mni-IN) Presto/2.9.169 Version/10.00,TRUE,1
681,Mary Kim,"94932 Russell Plains Apt. 962 Port Elizabethburgh, WV 04891",+1-616-101-6050x99567,jennifercarroll@gmail.com,2/28/92,Pink Sweater,$22.50 ,4,-26.726195,142.174436,6/30/21,Mozilla/5.0 (Windows NT 6.1; uk-UA; rv:1.9.2.20) Gecko/2010-10-29 01:12:09 Firefox/3.8,FALSE,0
682,Misty French,"904 Eddie Rapids Jonmouth, OR 91265",001-260-616-8599x2572,hillgregory@nelson-gonzalez.info,4/4/08,Blue Sweater,$10.99 ,6,10.2014725,123.685544,12/26/00,Opera/9.83.(X11; Linux i686; ia-FR) Presto/2.9.189 Version/12.00,TRUE,1
683,Juan Manning,"9769 Smith Grove Sotomouth, LA 59815",+1-333-464-2199x9937,jamesross@harris.com,12/6/16,Dark Grey Suit,$22.50 ,4,84.596128,-89.672154,4/13/07,Mozilla/5.0 (Windows NT 5.1; gl-ES; rv:1.9.2.20) Gecko/2018-09-11 01:19:08 Firefox/3.6.11,TRUE,1
684,Amy Smith,"99396 Daniel Heights Suite 379 Christinachester, MN 47588",630.560.7698,billy65@rice-wall.biz,1/26/21,Black Leggings,$22.50 ,5,-22.069111,36.34905,10/12/92,"Mozilla/5.0 (Linux; Android 5.1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/27.0.843.0 Safari/531.1",TRUE,1
685,Margaret Miller,"516 Elizabeth Junctions Apt. 312 Chelseyborough, DC 07271",440.643.0301x1479,lwarren@davis.com,2/17/04,Pink Sweater,$22.50 ,6,48.6700725,167.377774,4/18/12,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2015-11-27 11:01:59 Firefox/3.8,TRUE,0
686,Lisa Casey,"623 Hopkins Run Suite 246 Mendozafurt, IL 68148",+1-278-379-2865x61885,susan11@hernandez.org,3/3/87,Dark Grey Suit,$10.99 ,2,17.743581,121.001211,12/31/06,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/11.7h3917.0 Mobile/82C380 Safari/531.0",FALSE,1
687,Mrs. Kaitlyn Murphy,"7044 Davidson Island Apt. 694 Port Christineport, NM 38263",(101)786-4465,amy43@lewis-underwood.com,11/6/35,Black Leggings,$55.99 ,0,12.825145,-160.589043,9/12/06,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 12_1) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/39.0.860.0 Safari/533.0",FALSE,1
688,Kayla Cohen,"134 Schmidt Light Apt. 815 North Sheri, AR 11564",802.539.0764x7991,corey19@yahoo.com,8/10/07,White Blouse,$55.99 ,5,-0.562977,-93.406185,8/4/92,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 12_1 rv:5.0; am-ET) AppleWebKit/532.16.7 (KHTML, like Gecko) Version/5.0.3 Safari/532.16.7",TRUE,1
689,Kristina Morris,"35738 Danielle Wall East Candice, MN 68006",+1-074-869-2985x2636,rodriguezrebecca@johnson-beard.org,1/1/08,Blue Sweater,$10.99 ,0,16.7905855,-74.245765,10/15/12,Mozilla/5.0 (Android 4.4; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,FALSE,1
690,Dennis Garcia,"333 Patrick Summit Suite 229 Rhondaton, MN 21588",1848831328,dustin26@gmail.com,10/5/99,Dark Grey Suit,$19.99 ,2,-42.346876,-1.753707,2/10/01,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/4.0),FALSE,1
691,Paul Murphy,"3143 Haley Unions Suite 114 New Donald, AL 62638",091-671-5727x916,xmclean@harrison.com,5/11/22,Blue Sweater,$19.99 ,5,27.8450015,54.628106,2/16/15,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/533.41.5 (KHTML, like Gecko) Version/4.0 Safari/533.41.5",TRUE,0
692,Todd Martinez,"355 Vanessa Pass Suite 760 Lake David, AR 29005",001-221-675-5691,tiffanypatrick@martinez-gonzalez.com,12/9/29,Pink Sweater,$22.50 ,5,12.1455085,-59.23801,7/13/09,Opera/9.69.(X11; Linux i686; li-BE) Presto/2.9.165 Version/12.00,FALSE,1
693,Roger Ramsey,"9869 Ellen Summit Apt. 507 South Carlamouth, MT 93532",161.588.1924,kcannon@gmail.com,3/1/16,Black Leggings,$55.99 ,4,10.4135285,48.674123,8/10/18,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) CriOS/32.0.811.0 Mobile/89I169 Safari/536.0",TRUE,1
694,Ronald Bernard,"2893 Rick Pine Grantmouth, MN 42654",001-913-653-9313,fsingh@trevino.com,6/10/53,Pink Sweater,$55.99 ,1,-29.2480995,-14.174119,2/6/11,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2021-03-16 13:23:35 Firefox/15.0,TRUE,0
695,Gina Martinez,"66487 Jacob Skyway Apt. 016 Meganmouth, WV 53474",748.725.4615,jennifer01@martinez-sparks.com,3/23/43,White Blouse,$22.50 ,4,82.991241,28.574199,3/18/01,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/11.5q9780.0 Mobile/25F820 Safari/534.2",FALSE,1
696,Cassie Hester,"310 Robert Plaza Suite 663 Perezview, NY 35855",156-002-9606x9125,michael78@gmail.com,1/12/67,Dark Grey Suit,$22.50 ,6,-79.8141205,-16.119558,1/19/96,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; lt-LT) AppleWebKit/535.37.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.37.5",FALSE,0
697,Kelly Washington,"968 Stafford Dale East Pamela, NC 80636",001-850-277-8618,sarahwright@cook.info,6/3/52,White Blouse,$55.99 ,0,-42.8367615,-77.211851,10/4/11,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/5.1),TRUE,1
698,Sarah Diaz,"8488 Christensen Flat Rossbury, OR 46594",(244)929-8863,jenniferjones@gmail.com,6/4/10,Dark Grey Suit,$10.99 ,4,21.3429415,65.162238,6/15/96,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/11.0i5436.0 Mobile/54W914 Safari/534.1",TRUE,1
699,Brittany Gay,"9574 Kaitlyn Loaf Robertburgh, ID 45449",205.682.9917,salazartony@gmail.com,8/6/65,Dark Blue Slacks,$10.99 ,5,33.252478,-59.963358,8/26/15,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 11_8) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/44.0.839.0 Safari/535.2",TRUE,0
700,Sarah Garrison,"551 Stephanie Terrace Suite 749 Paulberg, LA 96464",898-833-8109x54022,joshua66@hotmail.com,11/7/83,Pink Sweater,$19.99 ,5,45.8611775,-95.795607,4/3/10,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 7_5; rv:1.9.3.20) Gecko/2017-08-14 10:09:14 Firefox/3.8,TRUE,1
701,Dr. Abigail Ball,"22313 Joseph Trafficway Philipland, MD 67935",2356346973,maryforbes@yahoo.com,5/6/28,Pink Sweater,$19.99 ,1,69.441277,-135.193908,11/23/97,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/2017-12-26 12:45:27 Firefox/3.8,TRUE,1
702,Robert Jordan,"490 Brandt Dam Suite 962 Mayerton, AL 56022",482-570-8662x606,garciamichael@white.net,9/4/52,Black Leggings,$55.99 ,1,38.152203,-109.19611,6/7/12,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 7_9; rv:1.9.6.20) Gecko/2019-12-05 12:58:07 Firefox/3.6.3,FALSE,1
703,Christy Alvarez,"4111 James Shoal Suite 504 Bensonberg, DE 82828",001-551-657-2292x6558,rodriguezmike@yahoo.com,8/22/80,Dark Grey Suit,$19.99 ,5,76.1720835,-131.856398,9/16/05,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/36.0.892.0 Mobile/93X039 Safari/535.0",TRUE,1
704,Mary Herman,"84896 Melissa Mountains Apt. 749 Lake Teresahaven, AZ 26164",(081)809-5522,lisamartinez@gmail.com,12/4/15,Dark Grey Suit,$10.99 ,6,-34.4327785,-51.415557,10/28/02,Opera/8.24.(X11; Linux i686; fr-LU) Presto/2.9.180 Version/11.00,FALSE,1
705,Dustin Vargas,"295 Reed Union New Sean, WI 61770",+1-085-808-3996x460,ljimenez@yahoo.com,3/7/77,White Blouse,$55.99 ,5,-21.4178335,-20.877444,3/28/92,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 8_6; rv:1.9.5.20) Gecko/2013-09-18 03:04:28 Firefox/6.0,TRUE,0
706,Michelle Rhodes,"9896 King Island Apt. 833 Pamfort, MN 71942",825.818.0776,esanchez@anderson.com,4/2/18,Dark Blue Slacks,$22.50 ,4,-78.405302,-19.363018,7/9/96,Mozilla/5.0 (Windows NT 5.0; uk-UA; rv:1.9.0.20) Gecko/2021-06-09 12:05:02 Firefox/8.0,TRUE,1
707,Stephanie Anderson,"4267 Daryl Port Apt. 415 East Melissabury, NM 83395",(897)603-2127x6485,xjones@yahoo.com,7/6/46,Grey Sweater,$10.99 ,4,-28.516466,-58.655199,6/16/99,Opera/8.98.(Windows NT 10.0; mag-IN) Presto/2.9.179 Version/10.00,TRUE,1
708,Danielle Gonzalez,"892 Wesley Hill New Davidchester, NY 27829",793.243.6635x33793,ronaldjackson@yahoo.com,12/3/14,Pink Sweater,$10.99 ,6,-59.3743475,-139.448545,1/27/95,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/5.1),TRUE,1
709,Heather Reynolds,"8589 Anderson Island Apt. 290 Henryborough, OH 83748",001-226-761-1839,ctaylor@gmail.com,7/13/13,Dark Blue Slacks,$22.50 ,6,-18.6287095,-93.801877,12/12/05,Mozilla/5.0 (Android 1.1; Mobile; rv:59.0) Gecko/59.0 Firefox/59.0,TRUE,1
710,Jasmine Torres,"53438 Joseph Neck Smithbury, AR 88675",001-644-047-5171x932,medinagabriella@simmons-leon.info,2/14/67,Black Leggings,$19.99 ,1,-8.084953,-22.883347,12/14/06,Opera/8.59.(X11; Linux i686; da-DK) Presto/2.9.173 Version/12.00,TRUE,1
711,Pamela Larsen,"3809 Aaron Camp South Randy, MT 20380",621.046.9984,floresjacob@hotmail.com,2/29/32,Blue Sweater,$22.50 ,3,-55.7516785,145.692979,1/26/01,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 8_4 rv:3.0; tt-RU) AppleWebKit/532.15.2 (KHTML, like Gecko) Version/5.0.2 Safari/532.15.2",TRUE,1
712,James Rodriguez,"49076 Isaiah Well Apt. 586 Lyonsfort, NH 80094",001-355-974-2924x58727,bonnie32@hotmail.com,9/11/45,Grey Sweater,$55.99 ,5,83.1740005,43.285922,3/14/20,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.1),TRUE,1
713,Darrell Park,"81741 Ryan Courts Lake Shelleyton, DC 63597",+1-259-039-0218x46895,bentleysabrina@wall.com,5/22/28,Black Leggings,$55.99 ,0,77.5476335,30.377538,4/15/19,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; niu-NZ) AppleWebKit/531.31.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6531.31.5",TRUE,1
714,Brian Smith,"1703 Diamond Greens Suite 543 Carlaside, WA 62580",(499)953-7002x450,milesteresa@berg.com,7/14/88,Dark Grey Suit,$19.99 ,6,-7.344414,116.804046,8/23/21,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/20.0.862.0 Mobile/68V306 Safari/533.0",FALSE,1
715,Brandon Simon,"859 Preston Track Apt. 642 North Carmenside, VT 23167",283-107-5937x450,deckerrobert@flores.com,7/22/71,White Blouse,$22.50 ,6,-11.8209765,-27.28087,12/7/02,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 9_3 rv:4.0; oc-FR) AppleWebKit/531.37.3 (KHTML, like Gecko) Version/5.0 Safari/531.37.3",TRUE,0
716,Adrian Cooper,"067 Traci Manors Apt. 729 North Michaelburgh, WV 63563",001-186-731-4846x28582,prodriguez@gmail.com,8/21/27,Dark Blue Slacks,$55.99 ,6,-67.184061,-16.410113,10/24/96,Opera/9.76.(X11; Linux i686; tl-PH) Presto/2.9.184 Version/12.00,TRUE,1
717,Mrs. Maria Cole,"540 Kelley Walk Parkerfurt, RI 95285",590.047.0274x60047,jefferynelson@fowler-flores.biz,11/19/72,Grey Sweater,$22.50 ,5,-77.808966,109.433027,1/20/98,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.1),FALSE,1
